chromosome,start,end,width,strand,name,geneStart,geneEnd,geneLength,geneId,distanceToTSS
AaegL5_2,239905898,239906168,271,*,aaeBF_Ac_rep12-kd-q5_peak_8509,239982093,239982333,241,AAEL021125,-75925
AaegL5_2,243480829,243481026,198,*,aaeBF_Ac_rep12-kd-q5_peak_8603,243420095,243420166,72,AAEL018847,60734
AaegL5_2,247359229,247359428,200,*,aaeBF_Ac_rep12-kd-q5_peak_8688,247128427,247159272,30846,AAEL019782,-199957
AaegL5_2,247518483,247518663,181,*,aaeBF_Ac_rep12-kd-q5_peak_8689,247688295,247709386,21092,AAEL008190,-169632
AaegL5_2,247806474,247806708,235,*,aaeBF_Ac_rep12-kd-q5_peak_8697,247694285,247707480,13196,AAEL020247,-98994
AaegL5_2,247860108,247861033,926,*,aaeBF_Ac_rep12-kd-q5_peak_8698,247936402,247938507,2106,AAEL021886,77474
AaegL5_2,252424145,252424571,427,*,aaeBF_Ac_rep12-kd-q5_peak_8767,252056975,252284285,227311,AAEL024015,-139860
AaegL5_2,252686562,252686724,163,*,aaeBF_Ac_rep12-kd-q5_peak_8768,252742726,252744582,1857,AAEL023390,-56002
AaegL5_2,254799726,254800155,430,*,aaeBF_Ac_rep12-kd-q5_peak_8803,254626272,254627558,1287,AAEL027448,-172168
AaegL5_2,254800865,254801974,1110,*,aaeBF_Ac_rep12-kd-q5_peak_8804,254626272,254627558,1287,AAEL027448,-173307
AaegL5_2,256648467,256648732,266,*,aaeBF_Ac_rep12-kd-q5_peak_8833,256759566,256825083,65518,AAEL024675,-110834
AaegL5_2,256658354,256658535,182,*,aaeBF_Ac_rep12-kd-q5_peak_8834,256759566,256825083,65518,AAEL024675,-101031
AaegL5_2,259915346,259915602,257,*,aaeBF_Ac_rep12-kd-q5_peak_8880,259837532,259846608,9077,AAEL021008,77814
AaegL5_2,260066259,260066580,322,*,aaeBF_Ac_rep12-kd-q5_peak_8881,260162670,260163959,1290,AAEL020742,97379
AaegL5_2,260107108,260107390,283,*,aaeBF_Ac_rep12-kd-q5_peak_8882,260162670,260163959,1290,AAEL020742,56569
AaegL5_2,260326657,260327468,812,*,aaeBF_Ac_rep12-kd-q5_peak_8894,260261283,260294440,33158,AAEL004918,65374
AaegL5_2,260421486,260421679,194,*,aaeBF_Ac_rep12-kd-q5_peak_8895,260476168,260762329,286162,AAEL019472,-54489
AaegL5_2,261205565,261205820,256,*,aaeBF_Ac_rep12-kd-q5_peak_8910,261153416,261154018,603,AAEL025748,-51547
AaegL5_2,266481367,266481902,536,*,aaeBF_Ac_rep12-kd-q5_peak_9033,266415635,266423540,7906,AAEL011371,-57827
AaegL5_2,266505293,266505906,614,*,aaeBF_Ac_rep12-kd-q5_peak_9034,266415635,266423540,7906,AAEL011371,-81753
AaegL5_2,266516049,266516363,315,*,aaeBF_Ac_rep12-kd-q5_peak_9035,266415635,266423540,7906,AAEL011371,-92509
AaegL5_2,266552148,266552655,508,*,aaeBF_Ac_rep12-kd-q5_peak_9036,266415635,266423540,7906,AAEL011371,-128608
AaegL5_2,266581083,266581456,374,*,aaeBF_Ac_rep12-kd-q5_peak_9037,266705062,266716117,11056,AAEL011370,134661
AaegL5_2,266581664,266582013,350,*,aaeBF_Ac_rep12-kd-q5_peak_9038,266705062,266716117,11056,AAEL011370,134104
AaegL5_2,266606657,266607054,398,*,aaeBF_Ac_rep12-kd-q5_peak_9039,266705062,266716117,11056,AAEL011370,109063
AaegL5_2,266619180,266619348,169,*,aaeBF_Ac_rep12-kd-q5_peak_9040,266705062,266716117,11056,AAEL011370,96769
AaegL5_2,266634850,266635132,283,*,aaeBF_Ac_rep12-kd-q5_peak_9041,266705062,266716117,11056,AAEL011370,80985
AaegL5_2,282851913,282852231,319,*,aaeBF_Ac_rep12-kd-q5_peak_9250,282414763,282705387,290625,AAEL004992,-146526
AaegL5_2,284877370,284877541,172,*,aaeBF_Ac_rep12-kd-q5_peak_9270,285030852,285045199,14348,AAEL000604,-153311
AaegL5_2,286001176,286001349,174,*,aaeBF_Ac_rep12-kd-q5_peak_9280,286036807,286132648,95842,AAEL012450,131299
AaegL5_2,287230272,287230447,176,*,aaeBF_Ac_rep12-kd-q5_peak_9295,287179014,287179361,348,AAEL023513,-50911
AaegL5_2,291787136,291787349,214,*,aaeBF_Ac_rep12-kd-q5_peak_9361,291734330,291734819,490,AAEL025263,52806
AaegL5_2,291797870,291798144,275,*,aaeBF_Ac_rep12-kd-q5_peak_9362,291734330,291734819,490,AAEL025263,63540
AaegL5_2,291798755,291799210,456,*,aaeBF_Ac_rep12-kd-q5_peak_9363,291734330,291734819,490,AAEL025263,64425
AaegL5_2,291860064,291860300,237,*,aaeBF_Ac_rep12-kd-q5_peak_9364,291928749,291931547,2799,AAEL007450,-68449
AaegL5_2,297644140,297644802,663,*,aaeBF_Ac_rep12-kd-q5_peak_9443,297751241,297751576,336,AAEL020606,-106439
AaegL5_2,297697186,297697349,164,*,aaeBF_Ac_rep12-kd-q5_peak_9444,297751241,297751576,336,AAEL020606,-53892
AaegL5_2,297804957,297805146,190,*,aaeBF_Ac_rep12-kd-q5_peak_9446,297751241,297751576,336,AAEL020606,53716
AaegL5_2,297837484,297837830,347,*,aaeBF_Ac_rep12-kd-q5_peak_9447,297751241,297751576,336,AAEL020606,86243
AaegL5_2,297884289,297884738,450,*,aaeBF_Ac_rep12-kd-q5_peak_9448,297920627,297935652,15026,AAEL001647,50914
AaegL5_2,298181900,298182108,209,*,aaeBF_Ac_rep12-kd-q5_peak_9460,298047340,298075513,28174,AAEL001658,-106387
AaegL5_2,298206388,298206709,322,*,aaeBF_Ac_rep12-kd-q5_peak_9461,298301359,298302224,866,AAEL025625,-94650
AaegL5_2,306807356,306807607,252,*,aaeBF_Ac_rep12-kd-q5_peak_9611,306867360,306943632,76273,AAEL021539,-59753
AaegL5_2,306950007,306950222,216,*,aaeBF_Ac_rep12-kd-q5_peak_9614,306867360,306943632,76273,AAEL021539,82647
AaegL5_2,306950782,306950970,189,*,aaeBF_Ac_rep12-kd-q5_peak_9615,306867360,306943632,76273,AAEL021539,83422
AaegL5_2,306951158,306951470,313,*,aaeBF_Ac_rep12-kd-q5_peak_9616,306867360,306943632,76273,AAEL021539,83798
AaegL5_2,307059312,307059482,171,*,aaeBF_Ac_rep12-kd-q5_peak_9617,307169135,307169443,309,AAEL025149,109961
AaegL5_2,308718386,308718756,371,*,aaeBF_Ac_rep12-kd-q5_peak_9648,308815030,308815246,217,AAEL021492,-96274
AaegL5_2,310779215,310779432,218,*,aaeBF_Ac_rep12-kd-q5_peak_9690,310830529,310831464,936,AAEL024959,52032
AaegL5_2,310992581,310992793,213,*,aaeBF_Ac_rep12-kd-q5_peak_9691,310830529,310831464,936,AAEL024959,-161117
AaegL5_2,312111863,312112104,242,*,aaeBF_Ac_rep12-kd-q5_peak_9692,312248371,312249617,1247,AAEL021059,-136267
AaegL5_2,312722833,312723007,175,*,aaeBF_Ac_rep12-kd-q5_peak_9707,312668388,312671554,3167,AAEL027808,-51279
AaegL5_2,313144028,313144622,595,*,aaeBF_Ac_rep12-kd-q5_peak_9713,313206966,313254789,47824,AAEL027580,-62344
AaegL5_2,313292041,313292490,450,*,aaeBF_Ac_rep12-kd-q5_peak_9718,313206966,313254789,47824,AAEL027580,85075
AaegL5_2,313300725,313301049,325,*,aaeBF_Ac_rep12-kd-q5_peak_9719,313206966,313254789,47824,AAEL027580,93759
AaegL5_2,316474299,316474576,278,*,aaeBF_Ac_rep12-kd-q5_peak_9735,316585582,316586779,1198,AAEL023621,112203
AaegL5_2,316864128,316864404,277,*,aaeBF_Ac_rep12-kd-q5_peak_9749,316786152,316796950,10799,AAEL029031,-67178
AaegL5_2,316865055,316865475,421,*,aaeBF_Ac_rep12-kd-q5_peak_9750,316786152,316796950,10799,AAEL029031,-68105
AaegL5_2,316866644,316866843,200,*,aaeBF_Ac_rep12-kd-q5_peak_9751,316786152,316796950,10799,AAEL029031,-69694
AaegL5_2,316878586,316878798,213,*,aaeBF_Ac_rep12-kd-q5_peak_9752,316953199,316968525,15327,AAEL020484,-74401
AaegL5_2,316879489,316879802,314,*,aaeBF_Ac_rep12-kd-q5_peak_9753,316953199,316968525,15327,AAEL020484,-73397
AaegL5_2,316881163,316881605,443,*,aaeBF_Ac_rep12-kd-q5_peak_9754,316953199,316968525,15327,AAEL020484,-71594
AaegL5_2,316891189,316891457,269,*,aaeBF_Ac_rep12-kd-q5_peak_9755,316953199,316968525,15327,AAEL020484,-61742
AaegL5_2,316901786,316903138,1353,*,aaeBF_Ac_rep12-kd-q5_peak_9756,316953199,316968525,15327,AAEL020484,-50061
AaegL5_2,317813596,317813867,272,*,aaeBF_Ac_rep12-kd-q5_peak_9778,317550669,317747330,196662,AAEL013544,-66266
AaegL5_2,317903016,317903203,188,*,aaeBF_Ac_rep12-kd-q5_peak_9779,318043842,318062176,18335,AAEL022927,-140639
AaegL5_2,317985296,317985570,275,*,aaeBF_Ac_rep12-kd-q5_peak_9780,318043842,318062176,18335,AAEL022927,-58272
AaegL5_2,320688456,320688619,164,*,aaeBF_Ac_rep12-kd-q5_peak_9812,320468550,320603571,135022,AAEL024025,-84885
AaegL5_2,322091982,322092182,201,*,aaeBF_Ac_rep12-kd-q5_peak_9836,322000872,322029850,28979,AAEL014457,91110
AaegL5_2,322529252,322529536,285,*,aaeBF_Ac_rep12-kd-q5_peak_9840,322581669,322637890,56222,AAEL012522,-52133
AaegL5_2,323028672,323028973,302,*,aaeBF_Ac_rep12-kd-q5_peak_9852,322923428,322959304,35877,AAEL014216,-69368
AaegL5_2,333066435,333066751,317,*,aaeBF_Ac_rep12-kd-q5_peak_10000,332980296,333004195,23900,AAEL024336,86139
AaegL5_2,338463444,338464007,564,*,aaeBF_Ac_rep12-kd-q5_peak_10067,338519048,338899545,380498,AAEL020299,-55041
AaegL5_2,338464862,338465357,496,*,aaeBF_Ac_rep12-kd-q5_peak_10068,338519048,338899545,380498,AAEL020299,-53691
AaegL5_2,340224804,340225164,361,*,aaeBF_Ac_rep12-kd-q5_peak_10081,340163083,340163745,663,AAEL006909,-61059
AaegL5_2,340294722,340294897,176,*,aaeBF_Ac_rep12-kd-q5_peak_10082,340340520,340346561,6042,AAEL024105,51664
AaegL5_2,341618802,341619104,303,*,aaeBF_Ac_rep12-kd-q5_peak_10126,341332841,341507259,174419,AAEL010286,-111543
AaegL5_2,341758389,341758656,268,*,aaeBF_Ac_rep12-kd-q5_peak_10127,341907147,341989949,82803,AAEL027623,-148491
AaegL5_2,341770770,341771003,234,*,aaeBF_Ac_rep12-kd-q5_peak_10128,341907147,341989949,82803,AAEL027623,-136144
AaegL5_2,341771368,341771597,230,*,aaeBF_Ac_rep12-kd-q5_peak_10129,341907147,341989949,82803,AAEL027623,-135550
AaegL5_2,341810834,341811020,187,*,aaeBF_Ac_rep12-kd-q5_peak_10130,341907147,341989949,82803,AAEL027623,-96127
AaegL5_2,344833569,344834219,651,*,aaeBF_Ac_rep12-kd-q5_peak_10173,344749045,344760498,11454,AAEL020640,-73071
AaegL5_2,344847624,344847983,360,*,aaeBF_Ac_rep12-kd-q5_peak_10174,344749045,344760498,11454,AAEL020640,-87126
AaegL5_2,348706925,348707151,227,*,aaeBF_Ac_rep12-kd-q5_peak_10248,348536416,348587314,50899,AAEL014537,-119611
AaegL5_2,348854308,348854475,168,*,aaeBF_Ac_rep12-kd-q5_peak_10249,348996768,349055629,58862,AAEL014949,-142293
AaegL5_2,348924629,348924833,205,*,aaeBF_Ac_rep12-kd-q5_peak_10250,348996768,349055629,58862,AAEL014949,-71935
AaegL5_2,351000961,351001138,178,*,aaeBF_Ac_rep12-kd-q5_peak_10284,350946268,350946723,456,AAEL027442,-54238
AaegL5_2,352083974,352084315,342,*,aaeBF_Ac_rep12-kd-q5_peak_10303,352098377,352141427,43051,AAEL014824,57112
AaegL5_2,353512711,353512913,203,*,aaeBF_Ac_rep12-kd-q5_peak_10325,353444751,353444832,82,AAEL019105,-67879
AaegL5_2,357744400,357744577,178,*,aaeBF_Ac_rep12-kd-q5_peak_10385,357795601,357862915,67315,AAEL009593,-51024
AaegL5_2,362284285,362284610,326,*,aaeBF_Ac_rep12-kd-q5_peak_10412,362426873,362434032,7160,AAEL008593,-142263
AaegL5_2,364636767,364636930,164,*,aaeBF_Ac_rep12-kd-q5_peak_10438,364471425,364493483,22059,AAEL012556,-143284
AaegL5_2,368200467,368200993,527,*,aaeBF_Ac_rep12-kd-q5_peak_10477,368108041,368128746,20706,AAEL026580,-71721
AaegL5_2,370485660,370485868,209,*,aaeBF_Ac_rep12-kd-q5_peak_10535,370424758,370464527,39770,AAEL019606,60902
AaegL5_2,370510910,370511075,166,*,aaeBF_Ac_rep12-kd-q5_peak_10536,370424758,370464527,39770,AAEL019606,86152
AaegL5_2,371961036,371961291,256,*,aaeBF_Ac_rep12-kd-q5_peak_10559,372026278,372059210,32933,AAEL001238,-64987
AaegL5_2,373618342,373618506,165,*,aaeBF_Ac_rep12-kd-q5_peak_10560,373674928,373744079,69152,AAEL013148,125573
AaegL5_2,373624401,373624609,209,*,aaeBF_Ac_rep12-kd-q5_peak_10561,373674928,373744079,69152,AAEL013148,119470
AaegL5_2,374980992,374981600,609,*,aaeBF_Ac_rep12-kd-q5_peak_10590,374917825,374959038,41214,AAEL021826,63167
AaegL5_2,374982041,374982392,352,*,aaeBF_Ac_rep12-kd-q5_peak_10591,374917825,374959038,41214,AAEL021826,64216
AaegL5_2,374984514,374985156,643,*,aaeBF_Ac_rep12-kd-q5_peak_10592,374917825,374959038,41214,AAEL021826,66689
AaegL5_2,374994795,374995073,279,*,aaeBF_Ac_rep12-kd-q5_peak_10593,375068465,375070394,1930,AAEL001807,75321
AaegL5_2,375017338,375017557,220,*,aaeBF_Ac_rep12-kd-q5_peak_10594,375068465,375070394,1930,AAEL001807,52837
AaegL5_2,376573641,376574294,654,*,aaeBF_Ac_rep12-kd-q5_peak_10634,376433346,376458113,24768,AAEL001795,140295
AaegL5_2,376602715,376603325,611,*,aaeBF_Ac_rep12-kd-q5_peak_10635,376433346,376458113,24768,AAEL001795,169369
AaegL5_2,381454599,381454769,171,*,aaeBF_Ac_rep12-kd-q5_peak_10723,381605384,381605637,254,AAEL027799,150868
AaegL5_2,382392798,382392971,174,*,aaeBF_Ac_rep12-kd-q5_peak_10743,382470505,382663557,193053,AAEL020008,-77534
AaegL5_2,382403996,382404169,174,*,aaeBF_Ac_rep12-kd-q5_peak_10744,382470505,382663557,193053,AAEL020008,-66336
AaegL5_2,383761651,383761849,199,*,aaeBF_Ac_rep12-kd-q5_peak_10747,383869224,383880483,11260,AAEL010868,118634
AaegL5_2,385064318,385064547,230,*,aaeBF_Ac_rep12-kd-q5_peak_10773,385007958,385008503,546,AAEL020408,56360
AaegL5_2,385135114,385135282,169,*,aaeBF_Ac_rep12-kd-q5_peak_10774,385007958,385008503,546,AAEL020408,127156
AaegL5_2,391296898,391297083,186,*,aaeBF_Ac_rep12-kd-q5_peak_10899,391162667,391165922,3256,AAEL001886,134231
AaegL5_2,395634950,395635212,263,*,aaeBF_Ac_rep12-kd-q5_peak_10924,395703297,395710004,6708,AAEL024554,-68085
AaegL5_2,395790294,395790547,254,*,aaeBF_Ac_rep12-kd-q5_peak_10928,395703297,395710004,6708,AAEL024554,86997
AaegL5_2,396703047,396703282,236,*,aaeBF_Ac_rep12-kd-q5_peak_10954,396588848,396602785,13938,AAEL010123,-100262
AaegL5_2,396934825,396935025,201,*,aaeBF_Ac_rep12-kd-q5_peak_10957,397050506,397069152,18647,AAEL009760,134127
AaegL5_2,397006852,397007096,245,*,aaeBF_Ac_rep12-kd-q5_peak_10958,397050506,397069152,18647,AAEL009760,62056
AaegL5_2,397122607,397123033,427,*,aaeBF_Ac_rep12-kd-q5_peak_10961,397050506,397069152,18647,AAEL009760,-53455
AaegL5_2,397188579,397188752,174,*,aaeBF_Ac_rep12-kd-q5_peak_10962,397253197,397934740,681544,AAEL009761,-64445
AaegL5_2,397198169,397198511,343,*,aaeBF_Ac_rep12-kd-q5_peak_10963,397253197,397934740,681544,AAEL009761,-54686
AaegL5_2,408987308,408988251,944,*,aaeBF_Ac_rep12-kd-q5_peak_11157,408892441,408894094,1654,AAEL000613,94867
AaegL5_2,409101458,409101639,182,*,aaeBF_Ac_rep12-kd-q5_peak_11158,409280504,409281717,1214,AAEL000616,180078
AaegL5_2,411813905,411814395,491,*,aaeBF_Ac_rep12-kd-q5_peak_11167,411815399,411917045,101647,AAEL001207,102650
AaegL5_2,412096085,412096537,453,*,aaeBF_Ac_rep12-kd-q5_peak_11172,411815399,412010105,194707,AAEL001207,-85980
AaegL5_2,412995487,412995655,169,*,aaeBF_Ac_rep12-kd-q5_peak_11186,413096913,413097897,985,AAEL025848,-101258
AaegL5_2,413172462,413172632,171,*,aaeBF_Ac_rep12-kd-q5_peak_11188,413209977,413229548,19572,AAEL001198,56916
AaegL5_2,415641095,415641600,506,*,aaeBF_Ac_rep12-kd-q5_peak_11241,415472023,415474865,2843,AAEL008336,169072
AaegL5_2,417615559,417615952,394,*,aaeBF_Ac_rep12-kd-q5_peak_11261,417554939,417558229,3291,AAEL010681,-57330
AaegL5_2,417616280,417616443,164,*,aaeBF_Ac_rep12-kd-q5_peak_11262,417554939,417558229,3291,AAEL010681,-58051
AaegL5_2,417623217,417623814,598,*,aaeBF_Ac_rep12-kd-q5_peak_11263,417554939,417558229,3291,AAEL010681,-64988
AaegL5_2,417643660,417643859,200,*,aaeBF_Ac_rep12-kd-q5_peak_11264,417554939,417558229,3291,AAEL010681,-85431
AaegL5_2,417656019,417656243,225,*,aaeBF_Ac_rep12-kd-q5_peak_11265,417554939,417558229,3291,AAEL010681,-97790
AaegL5_2,417665956,417666135,180,*,aaeBF_Ac_rep12-kd-q5_peak_11266,417554939,417558229,3291,AAEL010681,-107727
AaegL5_2,417674674,417675765,1092,*,aaeBF_Ac_rep12-kd-q5_peak_11267,417554939,417558229,3291,AAEL010681,-116445
AaegL5_2,417678223,417678401,179,*,aaeBF_Ac_rep12-kd-q5_peak_11268,417554939,417558229,3291,AAEL010681,-119994
AaegL5_2,417693291,417693505,215,*,aaeBF_Ac_rep12-kd-q5_peak_11269,417554939,417558229,3291,AAEL010681,-135062
AaegL5_2,417736020,417736415,396,*,aaeBF_Ac_rep12-kd-q5_peak_11270,417554939,417558229,3291,AAEL010681,-177791
AaegL5_2,417830642,417830853,212,*,aaeBF_Ac_rep12-kd-q5_peak_11273,417954479,417974364,19886,AAEL023086,143511
AaegL5_2,417834592,417834770,179,*,aaeBF_Ac_rep12-kd-q5_peak_11274,417954479,417974364,19886,AAEL023086,139594
AaegL5_2,417879091,417879280,190,*,aaeBF_Ac_rep12-kd-q5_peak_11275,417954479,417974364,19886,AAEL023086,95084
AaegL5_2,418326738,418327062,325,*,aaeBF_Ac_rep12-kd-q5_peak_11286,418269136,418275507,6372,AAEL010682,-51231
AaegL5_2,423730099,423730263,165,*,aaeBF_Ac_rep12-kd-q5_peak_11367,423622278,423639984,17707,AAEL014635,-90115
AaegL5_2,423760185,423760602,418,*,aaeBF_Ac_rep12-kd-q5_peak_11368,423622278,423639984,17707,AAEL014635,-120201
AaegL5_2,423822939,423823329,391,*,aaeBF_Ac_rep12-kd-q5_peak_11369,423973541,423975686,2146,AAEL001960,-150212
AaegL5_2,424053259,424053609,351,*,aaeBF_Ac_rep12-kd-q5_peak_11375,423992667,424001455,8789,AAEL002031,-51804
AaegL5_2,424087655,424087830,176,*,aaeBF_Ac_rep12-kd-q5_peak_11376,423992667,424001455,8789,AAEL002031,-86200
AaegL5_2,424156322,424156574,253,*,aaeBF_Ac_rep12-kd-q5_peak_11377,423992667,424001455,8789,AAEL002031,-154867
AaegL5_2,424241461,424241793,333,*,aaeBF_Ac_rep12-kd-q5_peak_11378,424370810,424436224,65415,AAEL001992,194431
AaegL5_2,424257745,424257977,233,*,aaeBF_Ac_rep12-kd-q5_peak_11379,424370810,424436224,65415,AAEL001992,178247
AaegL5_2,424308971,424309215,245,*,aaeBF_Ac_rep12-kd-q5_peak_11380,424370810,424436224,65415,AAEL001992,127009
AaegL5_2,431279347,431279681,335,*,aaeBF_Ac_rep12-kd-q5_peak_11525,430933200,431188537,255338,AAEL007979,-90810
AaegL5_2,431289069,431289263,195,*,aaeBF_Ac_rep12-kd-q5_peak_11526,430933200,431188537,255338,AAEL007979,-100532
AaegL5_2,431307630,431307891,262,*,aaeBF_Ac_rep12-kd-q5_peak_11527,431355466,431420304,64839,AAEL007971,112413
AaegL5_2,431308191,431308493,303,*,aaeBF_Ac_rep12-kd-q5_peak_11528,431355466,431420304,64839,AAEL007971,111811
AaegL5_2,431338097,431338276,180,*,aaeBF_Ac_rep12-kd-q5_peak_11529,431355466,431420304,64839,AAEL007971,82028
AaegL5_2,431351634,431351819,186,*,aaeBF_Ac_rep12-kd-q5_peak_11530,431355466,431420304,64839,AAEL007971,68485
AaegL5_2,434220985,434221222,238,*,aaeBF_Ac_rep12-kd-q5_peak_11571,434148396,434165258,16863,AAEL002668,-55727
AaegL5_2,434222384,434222571,188,*,aaeBF_Ac_rep12-kd-q5_peak_11572,434148396,434165258,16863,AAEL002668,-57126
AaegL5_2,434285823,434286029,207,*,aaeBF_Ac_rep12-kd-q5_peak_11573,434344790,434345506,717,AAEL002656,59477
AaegL5_2,434652230,434653311,1082,*,aaeBF_Ac_rep12-kd-q5_peak_11577,434684434,434711344,26911,AAEL002657,58033
AaegL5_2,440482768,440482986,219,*,aaeBF_Ac_rep12-kd-q5_peak_11671,440413860,440414816,957,AAEL026593,-67952
AaegL5_2,443362105,443362279,175,*,aaeBF_Ac_rep12-kd-q5_peak_11702,443431698,443431947,250,AAEL023496,69668
AaegL5_2,444749813,444749992,180,*,aaeBF_Ac_rep12-kd-q5_peak_11713,444664930,444690549,25620,AAEL005013,84883
AaegL5_2,446835315,446835480,166,*,aaeBF_Ac_rep12-kd-q5_peak_11748,446667026,446738997,71972,AAEL010488,-96318
AaegL5_2,446911271,446911456,186,*,aaeBF_Ac_rep12-kd-q5_peak_11749,447046157,447046600,444,AAEL027251,-134701
AaegL5_2,451694813,451695010,198,*,aaeBF_Ac_rep12-kd-q5_peak_11800,451637383,451641854,4472,AAEL021341,57430
AaegL5_2,452177942,452178355,414,*,aaeBF_Ac_rep12-kd-q5_peak_11802,452225387,452229277,3891,AAEL004488,50922
AaegL5_2,454620443,454620609,167,*,aaeBF_Ac_rep12-kd-q5_peak_11835,454556764,454557498,735,AAEL021355,-62945
AaegL5_2,454669386,454669697,312,*,aaeBF_Ac_rep12-kd-q5_peak_11836,454740269,454795161,54893,AAEL008630,-70572
AaegL5_2,455856756,455856942,187,*,aaeBF_Ac_rep12-kd-q5_peak_11874,455920227,455923089,2863,AAEL027274,66147
AaegL5_2,462256827,462256994,168,*,aaeBF_Ac_rep12-kd-q5_peak_11958,462169390,462170637,1248,AAEL024019,-86190
AaegL5_2,462490328,462490492,165,*,aaeBF_Ac_rep12-kd-q5_peak_11959,462601938,462606861,4924,AAEL006609,-111446
AaegL5_2,462522660,462522830,171,*,aaeBF_Ac_rep12-kd-q5_peak_11960,462601938,462606861,4924,AAEL006609,-79108
AaegL5_2,469934425,469934732,308,*,aaeBF_Ac_rep12-kd-q5_peak_12058,469875131,469879709,4579,AAEL023093,59294
AaegL5_2,469937833,469938186,354,*,aaeBF_Ac_rep12-kd-q5_peak_12059,469875131,469879709,4579,AAEL023093,62702
AaegL5_2,470114988,470115171,184,*,aaeBF_Ac_rep12-kd-q5_peak_12060,470246494,470249175,2682,AAEL007704,134004
AaegL5_2,470115394,470115649,256,*,aaeBF_Ac_rep12-kd-q5_peak_12061,470246494,470249175,2682,AAEL007704,133526
AaegL5_2,472054281,472054451,171,*,aaeBF_Ac_rep12-kd-q5_peak_12077,471841704,471889174,47471,AAEL006004,-165107
AaegL5_2,472072517,472072754,238,*,aaeBF_Ac_rep12-kd-q5_peak_12078,472219761,472221065,1305,AAEL023448,-147007
AaegL5_2,473460020,473460270,251,*,aaeBF_Ac_rep12-kd-q5_peak_12124,473366571,473385546,18976,AAEL017010,-74474
AaegL5_2,473531542,473531716,175,*,aaeBF_Ac_rep12-kd-q5_peak_12125,473366571,473385546,18976,AAEL017010,-145996
AaegL5_2,473574802,473575143,342,*,aaeBF_Ac_rep12-kd-q5_peak_12126,473366571,473385546,18976,AAEL017010,-189256
AaegL5_2,473732274,473732486,213,*,aaeBF_Ac_rep12-kd-q5_peak_12128,473862729,473892487,29759,AAEL021012,160001
AaegL5_2,473753330,473753499,170,*,aaeBF_Ac_rep12-kd-q5_peak_12129,473862729,473892487,29759,AAEL021012,138988
AaegL5_2,473788818,473789050,233,*,aaeBF_Ac_rep12-kd-q5_peak_12130,473862729,473892487,29759,AAEL021012,103437
AaegL5_3,397231,397476,246,*,aaeBF_Ac_rep12-kd-q5_peak_12145,280633,280974,342,AAEL022438,-116257
AaegL5_3,409872,410109,238,*,aaeBF_Ac_rep12-kd-q5_peak_12146,280633,280974,342,AAEL022438,-128898
AaegL5_3,2573353,2573784,432,*,aaeBF_Ac_rep12-kd-q5_peak_12174,2590598,2657537,66940,AAEL006319,83753
AaegL5_3,2574536,2574857,322,*,aaeBF_Ac_rep12-kd-q5_peak_12175,2590598,2657537,66940,AAEL006319,82680
AaegL5_3,2948312,2948636,325,*,aaeBF_Ac_rep12-kd-q5_peak_12188,2881973,2895676,13704,AAEL006309,66339
AaegL5_3,3010481,3010662,182,*,aaeBF_Ac_rep12-kd-q5_peak_12189,3075723,3158121,82399,AAEL006314,-65061
AaegL5_3,3176185,3176354,170,*,aaeBF_Ac_rep12-kd-q5_peak_12197,3272742,3323829,51088,AAEL006320,-96388
AaegL5_3,3177297,3177838,542,*,aaeBF_Ac_rep12-kd-q5_peak_12198,3272742,3323829,51088,AAEL006320,-94904
AaegL5_3,3190974,3191509,536,*,aaeBF_Ac_rep12-kd-q5_peak_12199,3272742,3323829,51088,AAEL006320,-81233
AaegL5_3,3343548,3343715,168,*,aaeBF_Ac_rep12-kd-q5_peak_12204,3272742,3323829,51088,AAEL006320,70806
AaegL5_3,3378755,3378941,187,*,aaeBF_Ac_rep12-kd-q5_peak_12205,3444989,3555404,110416,AAEL011779,-66048
AaegL5_3,4578968,4579189,222,*,aaeBF_Ac_rep12-kd-q5_peak_12225,4463432,4464785,1354,AAEL027260,-114183
AaegL5_3,5464816,5465297,482,*,aaeBF_Ac_rep12-kd-q5_peak_12226,5329246,5330702,1457,AAEL020099,135570
AaegL5_3,6896722,6896888,167,*,aaeBF_Ac_rep12-kd-q5_peak_12250,6770029,6787810,17782,AAEL008252,126693
AaegL5_3,6913440,6913622,183,*,aaeBF_Ac_rep12-kd-q5_peak_12251,6770029,6787810,17782,AAEL008252,143411
AaegL5_3,7095152,7095376,225,*,aaeBF_Ac_rep12-kd-q5_peak_12253,7240255,7241666,1412,AAEL026838,146290
AaegL5_3,7170116,7170281,166,*,aaeBF_Ac_rep12-kd-q5_peak_12254,7240255,7241666,1412,AAEL026838,71385
AaegL5_3,19095913,19096482,570,*,aaeBF_Ac_rep12-kd-q5_peak_12484,18990250,19021193,30944,AAEL009838,105663
AaegL5_3,20289653,20289827,175,*,aaeBF_Ac_rep12-kd-q5_peak_12489,20379202,20379273,72,AAEL018906,-89375
AaegL5_3,20299595,20299812,218,*,aaeBF_Ac_rep12-kd-q5_peak_12490,20379202,20379273,72,AAEL018906,-79390
AaegL5_3,20821077,20821256,180,*,aaeBF_Ac_rep12-kd-q5_peak_12493,20748790,20749994,1205,AAEL026953,72287
AaegL5_3,25542923,25543112,190,*,aaeBF_Ac_rep12-kd-q5_peak_12557,25434588,25442191,7604,AAEL003942,-100732
